,class,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,20140101_N
265,1,7835.6,970.252,609.793,8141.95,5166.34,912.883,3505.38,8319.87,6291.88,6904.65,1677.3201985114704,998.067,6150.08,4876.99,505.725,1067.78,5558.44,7920.73,1975.48,8084.9,438.109,4014.15,7080.3,1824.2489608087478,7972.5,2022.7586127974703,1558.33
266,1,7031.47,5905.87,2331.3993724608536,5367.79,450.109,812.315,3271.99,1873.57,3900.45,6235.57,385.062,549.401,457.454,715.052,190.237,2278.05,3786.25,4159.59,1109.85,2763.77,584.358,789.928,565.344,384.335,7314.5,1473.6,1994.27
267,1,7918.31,5775.85,497.496,2538.7,874.8011802335786,7521.84,1695.62,1320.0,2871.146450924898,2864.53,445.842,1213.48,427.279,2026.77,1975.18,1907.38,6889.78,1835.9,1440.51,8008.53,3607.26,2143.53,288.487,251.727,6243.86,966.629,520.108
268,1,6974.54,1080.8,1654.98,7909.45,389.927,2283.14,7060.27,3655.8910648193623,5795.87,7280.99,409.696,538.127,328.074,1139.21,364.317,1974.1,4323.880634789528,5615.15,4338.603274776106,2986.05,1844.9864045756387,1780.0473870129551,1362.8185076704763,667.408,7808.88,1095.07,1350.87
269,1,7633.66,2548.64,2541.41,1150.04,346.611,7693.72,408.896,1282.45,2776.2,3816.06,325.614,1070.85,385.222,2017.59,826.003,1274.32,2401.89,5474.37,7231.84,4100.623318000349,891.418,1282.61,733.42000130501,325.618,7252.38,900.81,485.174
270,1,7701.06,5827.11,447.343,8030.5,418.818,6392.32,1043.45,5049.56,3036.58,5961.91,350.826,1426.3401157690423,466.383,2519.43,4266.13,2160.73,6473.7,6944.92,2309.14,7044.29,5423.27,1395.73,235.354,318.278,5976.06,1003.99,426.15
271,1,7460.78,1809.34,564.238,2518.5,375.7483689062687,1019.11,554.996,3885.04,933.436,988.829,262.084,538.554,429.564,792.293,326.638,1702.78,3777.381755368725,1036.55,897.994,3260.6,2150.44,1154.99,455.89,324.591,8186.03,709.0880003806076,907.003
272,1,6825.72,3158.27,3252.61,6137.67,626.81,1794.66,6958.27,4542.11,5761.18,6779.17,329.904,550.286,1320.2374395758302,2389.151935980465,378.272,2705.47,5665.99,7607.77,4634.5,2448.67,2004.6582957545604,879.615,857.5823604027712,482.095,7127.4,2292.24,1942.28
273,1,7876.95,1919.94,938.759,6788.53,430.4679879818411,2757.51,529.048,2006.5446331330922,2497.04,2525.08,342.493,849.821,353.59,3339.789457016161,1361.52,1966.39,6449.84,3701.1126245004634,7159.31,4380.94,719.592,1110.89,371.018,268.536,7490.31,956.351,521.007
274,1,7840.69,637.725,7104.88,8287.67,550.08,4128.502959956411,504.517,2909.901725647344,4275.347937323208,6166.17,322.591,1137.66,1051.56,2085.74,395.208,1052.26,1741.78,3208.04,4936.46,1108.33,604.577,2228.57,1012.05,674.014,8186.99,1458.747347050037,6017.57
275,1,6944.19,7580.46,1696.92,5816.91,4667.91,794.851,7061.58,6429.51,7457.92,7249.33,411.133,858.603,966.29,921.631,240.126,1421.69,3566.95,7175.47,6353.27,7719.27,2408.093887805502,984.0,578.937,604.648,7556.79,6869.36,2066.74
276,1,7214.37,4940.51,595.759,5770.11,305.82,950.308,734.154,551.572,764.565,727.373,144.981,791.9858320370026,359.818,1501.07,265.064,1553.09,5470.29,1483.32,2093.27,2229.37,796.751,1134.16,495.475,292.712,7993.21,549.147,743.543
277,1,7725.67,6205.79,522.633,2042.62,346.761,1345.0,934.801,1477.3,786.802,634.364,238.459,615.903,425.73,1837.9794147252164,422.132,1548.24,4329.72644816096,984.599,3985.34,3460.31,1057.9117168540938,1058.9,459.874,275.78,7926.83,697.0494181884745,624.804
278,1,6988.6,7109.96,2588.7705466573025,872.467,7288.2,626.955,6993.58,7271.18,7387.74,7166.37,426.852,2136.7826110622946,596.002,835.892,142.278,1262.9,3634.19,7477.07,6524.78,7889.31,4118.18,903.581,490.009,661.549,7608.89,6979.1,2352.04
279,1,7889.43,5105.66,1851.7824659820376,656.072,476.758,7826.83,1182.89,935.055,5930.89,5189.08,458.027,1102.35,483.301,2492.52,1892.63,1941.19,6977.25,1014.26,3353.61,2321.21,2428.27,2050.2181332896084,230.223,328.924,5478.39,1046.88,599.735
280,1,7830.86,4975.860303638439,2024.72,1074.41,682.1739128928224,2566.29,3814.2079666042837,2346.569037063743,1241.89,1060.67,751.8571966811794,762.562,623.251,2396.97,748.156,1640.49,6679.99,1162.47,6883.69,6157.02,1031.45,1290.49,3312.15,292.154,6077.78,539.071,850.866
281,1,7792.73,2765.46,4220.13,5633.581216509654,412.595,3895.44,1694.27,7106.21,2405.8,6180.61,842.1437479621285,606.388,615.468,3302.7653299378185,331.534,1424.2835714547623,3228.3,7571.93,6547.97,2343.88,3395.215157306251,3290.05,636.649,469.338,7440.34,1144.5295248990315,2887.66
282,1,7649.17,746.718,5935.03,6794.36,476.978,5422.6,537.916,1221.35,4128.93,2970.34,341.562,827.961,801.048,2510.74,299.629,1013.7,4056.64,6558.31,2169.39,1824.88,494.954,2327.03,1151.0859718419322,575.886,8032.54,851.675,3971.26
283,1,7137.64,2792.95,3340.904062613955,1127.06,1234.31,482.659,5215.71,6778.3,6759.22,6086.2804293414965,820.9310146708768,787.206,593.127,839.484,1114.6237052782772,2361.23,4936.34,6800.77,2618.59,5721.13,2113.802961560565,1319.06,459.865,658.163,7120.27,3391.0832282344772,2187.86
284,1,7796.48,1090.81,4716.71,1391.54,379.428,7609.39,466.926,2299.46,2570.0,4577.29,335.941,908.618,275.898,2340.484099069045,1028.37,1408.08,2109.54,3694.13,7235.84,3184.48,701.427,1208.56,430.539,295.994,7771.84,846.576,591.901
285,1,7199.98,3865.28102191493,7099.17,5840.424103996375,656.934,906.023,3134.6207472632154,6824.98,6304.44,4822.49,408.4,567.382,605.582,831.946,7.99832,2659.3,3352.630770695538,5436.41,4002.52351066534,3828.9,264.655,933.909,575.448,481.129,6401.16,3164.25,2236.76
286,1,7712.28,3689.0085071120575,551.814,6098.94,372.575,4196.226742087108,1696.45,872.652,3731.34,2760.03,740.99835847151,1505.71,706.049,4597.63,1789.3,2455.14,6616.33,4098.15,5845.46,7918.33,6014.42,1466.57,365.077,287.592,7367.44,1024.81,406.161
287,1,7905.03,6143.2,1218.97,967.97,430.05,3688.484693958568,5496.31,4190.31,1347.27,1418.3,415.85,802.483,999.957,2983.52,501.421,1601.59,6230.78,516.151,7111.69,7886.13,551.51,1582.13,1204.421523425387,286.854,4664.37,584.34,735.881
288,1,7972.94,1073.03,1597.87,5961.43,1399.6797473549934,2055.73,4296.11,7247.34,2110.12,6053.05,703.64,770.23,511.384,6980.9,880.0554902536642,1058.14,3593.09,7888.72,7157.71,4887.91,2598.174597676019,3697.47,712.806,461.775,7816.23,610.368,2601.08
289,1,7149.09,1069.55,4020.73,7619.77,518.605,3769.05,723.615,5123.07,2024.8,5873.86,242.5,848.9158826190063,578.953,4019.09,280.944,1011.27,4253.12,5261.981294851414,6278.68,4781.54,1909.035369257721,2586.91,512.286,456.142,5944.1,643.292,3234.39
290,1,8021.36,4874.722419459826,1566.06,888.339,616.681,7590.45,5616.09,424.862,1372.81,929.432,436.031,944.0874309926015,666.4651961775236,2638.24,1473.328083687956,1672.59,6979.28,504.072,6415.86,2301.84,493.504,1696.61,462.24,318.724,3024.04,637.349,678.446
291,1,6986.28,5384.821166895897,5168.75,2895.9,3267.21,523.244,2027.46,6140.74,7767.23,7465.94,671.86,895.6002645381342,309.565,895.059,248.801,2498.33,5753.23,2106.85,6131.68,7744.47,2720.43,1015.79,498.129,703.144,7945.56,4619.41,2659.06
292,1,7934.15,7951.05,957.616,2189.21,467.053,4402.484135721975,7158.76,2200.39,1268.58,934.511,635.1510353898489,811.242,696.397,2633.11,2357.2,1436.16,6680.91,713.915,5047.73,6124.608357359341,922.289,1395.94,2491.76,319.052,4393.61,560.706,717.932
293,1,6715.57,4134.628443022511,783.697,1661.05,384.317,7607.21,775.163,395.041,5661.03,4752.765552869793,393.586,454.694,284.81,3085.36,464.715,1324.6,2102.14,7806.23,2053.47,2723.36,3420.6339289833163,1207.13,462.509,466.798,7800.69,1155.59,1045.32
294,1,7804.08,5185.84,468.856,4383.51,353.93,1829.42,2435.9,1193.02,1785.4909333499872,1809.3690899260423,361.057,856.7245888666926,609.344,4681.11,1011.12,2128.8,6679.59,2577.54,5268.928996713377,7894.4,1719.65,1430.51,299.142,259.318,5025.22,1052.52,522.516
295,1,7515.61,5712.15,560.906,1048.56,310.745,6544.41,1465.66,537.132,3538.49,1622.86,438.591,1116.78,647.577,1998.23,1405.2573465573632,2176.71,6561.35,1973.8,4264.28,4202.25,1332.07,1923.4,801.9212561971339,293.336,2248.89,885.716,526.146
296,1,7512.63,2148.92,545.128,3126.85,367.969,949.068,338.301,2381.47682218684,1199.4601776826453,1023.03,431.9955358874193,512.192,538.394,1622.2793636324657,398.204,1644.07,5338.73,1999.2,2129.39,5078.138809579829,1432.809789300307,1108.75,491.844,309.012,8289.15,586.201,827.791
297,1,7162.76,2694.6627652010166,1316.0490182456167,643.357,392.918,2807.494510427781,2160.35,2649.3205591955034,1194.59,1228.3,351.246,543.997,482.154,1104.602076522754,349.64,2286.11,1193.03,1605.95,947.413,3812.84,2143.98,916.723,507.145,349.227,7447.98,1094.32,988.383
298,1,7032.1,2787.06,1719.59,3823.004166964914,6307.08,783.812,7307.13,5360.453508404501,7317.16,7201.02,489.162,687.493,942.24,922.107,56.2794,1573.91,3799.46,7538.03,5413.874346829187,8073.4,4264.65,1518.96,1346.304323170788,1731.3413799138345,7578.25,6927.3,2311.46
299,1,7909.51,831.902,8073.63,7851.98,468.557,6451.52,457.853,769.076,4087.59,2613.88,297.184,956.174,678.495,2043.96,282.393,1007.07,3276.7854276610205,5107.28,3828.79,3701.109148253866,3058.7465864044,2034.69,845.694,554.059,8041.94,943.504,1858.8
300,1,7226.18,3265.22,3993.46,966.689,1855.93,519.791,4486.77,5389.21,6232.24,5585.36,433.47,659.528,407.707,926.654,250.071,2100.29,4520.33,6336.19,4336.42,7021.69,3450.15,1096.21,562.491,710.536,6568.32,4969.34,2159.23
301,1,7310.23,3870.81,1526.3,775.867,520.605,1836.67,4898.26,7412.21,1062.33,1375.63,702.079,748.519,507.298,3482.07,563.62,1120.47,2410.63,7300.14,6700.29,2710.43,454.073,1692.3,1415.35,389.6750920646345,3848.37,589.401,1234.15
302,1,7884.08,834.409,5841.34,8188.7,893.097,684.635,6782.64,6965.52,6172.44,6046.0,1332.4,1428.16,1056.36,4188.45197304086,810.684,900.797,2459.7,7918.94,4538.23,6049.275401136971,434.814,3727.31,4344.32,864.095,6546.56,844.856,3457.87
303,1,7874.93,6475.56,442.115,2401.48,582.584,875.285,6474.63,1289.02,1166.82,1026.56,383.8465074884122,835.114,999.162,2681.67,2622.56,1460.77,5348.039630553946,2057.58,5149.303349457829,8214.1,694.797,1714.27,1144.256958362701,340.012,7456.93,537.686,824.826
304,1,7745.16,2819.3736893122273,5883.86,8035.71,573.163,3895.17,816.98,1094.49,5197.341892576141,5498.184148223884,345.96683670896937,1452.4691267820708,987.2376710008805,2557.01,346.064,1002.6,4394.1,5586.33,4208.988664882687,3020.67,701.532,2546.93,535.103,625.11,8043.13,883.578,5844.51
305,1,6790.29,2795.0952560561227,378.634,1398.65,343.101,2864.2659242662185,1155.91,2072.3314917033367,1271.24,1245.22,333.718,804.5347601139944,374.054,678.867,290.3,1889.2728274155288,1208.7,2607.4,1081.11,1904.62,1078.43,1176.83,460.808,344.449,6599.5,769.9218959040516,1131.3
306,1,7812.24,6314.2,3840.296898418087,8057.21,727.682,7451.56,1036.66,3357.19,5600.26,4946.81,572.558,1258.69,1806.37,3632.59,2503.75,1715.6,4729.89359036283,4796.417574717671,2836.18,7416.15,409.119,2538.1444636472693,338.851,979.6361703687901,7381.74,689.706,1714.194710144797
307,1,7693.94,1855.35,631.81,3476.75,561.12,1383.75,7283.1,5877.99,1193.65,878.538,499.635,783.529,983.617,2464.29,1381.45,1344.306352552367,3698.02,6841.7,5409.61,7936.26,2287.1569501535637,1462.93,1287.15,335.741,7294.16,541.488,1631.5721152672422
308,1,7927.28,4264.29,4037.32,4155.92,519.784,455.495,969.493,1405.01,2757.34,4686.74,1041.0572710440367,708.787,1154.11,1093.36,304.556,1725.76,5951.68,4957.29,7335.68,8357.32,1630.424267392614,1237.721414300647,577.399,351.528,7990.63,974.846,1035.41
309,1,5527.23,4364.42,858.803,4676.99,386.231,1332.95,2397.91,2382.301423606763,2723.11,7125.7,380.6097050950996,576.563,318.232,637.918,178.833,2511.63,1964.9,1823.45,2650.57,5597.15,745.082,778.072,596.913,368.757,7469.98,1446.14,1596.68
310,1,7620.89,1782.86,621.087,7292.43,349.254,2835.450998483109,402.728,498.389,2027.95,1934.21,534.1940151042946,818.008,339.395,2365.76,1384.49,1872.54,4962.21,4510.34,7087.12,5314.81,831.857,934.159,398.229,287.566,6212.1,859.212,524.937
311,1,7897.99,1942.09,773.797,8078.04,721.656,7782.71,682.791,8023.02,1802.56,7064.03,698.199,1033.92,1040.13,2455.711236221314,5302.87,1628.36,5947.919905424759,628.516,5607.55,8190.94,675.938,2945.99,1599.0549498154646,302.251,8101.3,805.427,675.827
312,1,6421.78,2517.44,2244.258347363182,6797.05,386.716,4340.71,4168.51,495.141,3895.84,4804.374981469809,412.543,586.787,305.504,797.215,309.758,2284.11,3981.49,5560.4,2295.99,3107.22,810.702,1194.31,479.736,413.657,7171.24,1168.18,935.018
313,1,7905.39,1157.33,467.374,5341.67,2532.2,1263.11,5948.84,8010.29,2584.01,1985.71,783.264,1122.11,1749.59,3576.9,891.367,1138.16,1792.96,5616.307190808558,4035.89,6295.97,2538.2375834853115,2364.09,6798.49,463.125,8015.21,585.931,1884.7372280377315
314,1,7539.52,3975.6475925353707,695.254,1627.68,368.173,4343.956798031057,1077.18,599.492,3663.48,1988.77,312.043,1388.35,445.826,4953.43,963.911,2076.31,6388.92,1046.3,7080.67,5607.88,757.508,1010.55,327.915,277.029,5885.15,1141.23,604.7578341697488
315,1,6584.6646552865095,4390.9,1190.1721743797623,1359.85,371.605,969.241,1104.85,576.329,776.267,838.377,322.008,535.181,351.822,1320.45,463.206,1629.35,5803.89,1015.33,3763.03,1488.43,1304.0426610747575,1046.85,470.263,327.25447112220786,8000.99,526.845,756.001079659748
316,1,6166.78,1215.13,870.266,6548.87,366.996,1834.43,4530.2,465.74,1865.73,5253.03,389.471,520.834,317.465,914.175,284.725,2069.06,4102.23,6541.62,1848.97,4320.424974771066,1201.647459173655,963.184,445.111,458.545,7247.73,1095.03,1242.8359642651003
317,1,7875.13,4462.090386789868,821.667,1643.07,392.353,3473.94,4417.47,2929.61,1194.5,1423.68,376.163,775.532,556.869,2959.26,582.898,1707.66943031761,5681.350917465822,860.295,7104.09,5585.01,377.559,1090.28,1544.82,298.332,7661.53,667.804,551.003
318,1,7180.807596365389,3738.74,1030.02,6857.12,1136.62,1765.82,4373.45,5610.51,7291.76,7197.31,346.684,671.318,440.259,1962.1855444241075,305.387,2255.6,3710.01,6621.55,6534.96,8091.19,1853.4764391092253,1401.54,791.391,595.4,7687.7,6339.71,2254.07
319,1,7380.278026723143,5766.44,7858.84,6371.69,5882.14,2580.65,741.526,883.387,7623.58,7363.8,312.391,1008.22,977.013,1726.78,271.409,1378.58,3894.57,3399.1,6808.13,4382.971011329755,924.489,1543.63,374.481,971.572,7658.01,3150.66,5934.3
320,1,7910.46,5319.48,1263.2974632991081,953.742,555.597,4992.759955388775,5599.03,663.875,1523.07,835.197,428.293,843.422,885.003,2431.68,1811.03,1642.85,6530.3,510.603,5090.34,3751.14,981.4274501044523,1565.72,725.687,311.762,3568.89,549.793,794.463
321,1,7331.79,3471.28,7690.7,7763.77,1758.58,7762.54,5295.2,4249.502556777266,7577.42,7485.28,269.058,3887.87,813.668,989.052,270.247,1445.19,2630.57,7434.28,6812.62,7906.55,3121.95,2110.4,1812.016958719942,2263.6501162350605,7729.99,7261.53,3713.03
322,1,7548.96,3023.3326397704127,1670.67,1321.79,392.8326233166875,2876.259395312506,935.914,2371.273912283203,1513.88,3347.68,125.172,548.816,799.246,1004.88,533.3050527380313,1581.22,3333.37341709813,7022.06,2450.71,5096.27,1749.88,990.557,748.43,328.726,7996.12,766.193,1008.21
323,1,7576.51,5677.98,3413.368024845238,5827.19,497.774,8019.14,854.531,867.422,6312.31,5955.58,817.9149721316519,574.222,166.891,4381.28,674.067,1227.01,3866.28,8051.43,1012.45,2467.43,7286.2,1588.57,688.263,508.034,8000.82,1195.83,1480.13
324,1,7653.2,6431.5,666.667,607.591,491.103,1751.05,6711.32,2012.71,750.975,794.806,401.05,700.428,380.027,2004.28,735.359,1295.35,5063.75,1531.22,7206.17,8121.73,1582.03,1196.98,708.819,346.963,6431.75,507.457,685.68
325,1,6984.13,1165.76,417.947,3985.516621222915,355.367,784.351,1693.35,334.008,1771.9907100527257,3123.83,376.211,670.3465190187919,355.826,698.94,465.1375284500663,2320.41,3742.088798085133,5199.28,1363.34,6132.76,959.976,933.787,396.392,380.084,7523.25,991.592,701.694
326,1,7593.83,5482.65,4254.66,3252.98,403.841,881.743,1059.49,1205.98,682.31,922.312,312.54413067703507,760.5740203670276,464.272,2209.76,381.017,1191.63,5702.39,4758.79,1850.55,7967.48,424.982,1237.19,578.408,345.181,7318.5014537016095,602.795,769.751
327,1,7771.34,900.695,702.81,1224.29,411.408,498.454,1541.8792133380146,4277.47,1212.61,1280.2,341.844,917.6057844386916,741.912,805.676,525.6876643543436,1718.21,3778.9690456124763,5282.82,990.896,5480.8166698982295,2843.16,978.66,464.783,319.885,8145.23,839.593,881.202
328,1,7160.72,1616.76,5602.43,5531.63,1292.44,564.468,4184.16,6933.75,6048.18,5521.79,643.589,731.335,345.721,1860.6101091377377,302.142,2620.07,4205.20071468529,4923.61,2411.68,8107.07,1917.36,1165.0,455.272,582.8181427565557,6482.9,3967.64,1853.77
329,1,7638.73,6135.83,8286.65,6288.36,1077.48,979.317,1326.8,4239.43,7049.91,7654.6,363.15,879.034,895.391,1516.12,221.433,1587.43,3464.34,4748.91,7331.83,8408.22,1171.38,2118.74,422.326,627.326,8199.46,3044.8,4228.12
330,1,7671.55,5884.54,2616.560922088874,8004.44,377.378,4092.0807156163437,1149.97,1828.72,2765.41,2681.79,351.385,1605.03,922.24,4293.92,2327.57,2364.91,5359.07,2793.69,5817.5,6589.18,2191.305701489275,1900.09,357.209,300.976,2154.46,1006.6,994.4325902021208
331,1,7891.02,7840.82,2035.47,831.21,495.445,7271.16,5878.68,2014.49,1371.37,1921.3150792158465,405.018,832.049,905.097,2419.78,852.575,1665.93,6112.42,489.083,7117.26,6571.84,791.224,1786.37,2175.44,310.956,5789.205257564229,667.4305085499759,823.141
332,1,7200.850391733232,7063.4,4290.38,7270.47,1210.2,7756.83,5141.34,1561.47,7467.05,6607.525768521543,316.189,4014.84,977.937,1127.5,276.376,1530.36,3504.42,7813.85,6959.58,5228.918551278354,2516.199808016852,1779.77,462.761,660.248,7635.95,3581.548472519942,3086.824444207953
333,1,7814.99,6323.76,466.46,4712.49,435.703,1798.83,1501.76,2248.197291781008,1346.1,1013.97,396.5992637827864,712.326,393.422,5774.94,387.844,2176.0,5223.38,2048.95,3145.6,7697.87,284.429,947.561,3130.0,299.3992936112333,7985.58,680.104,513.952
334,1,6739.042214236766,1344.08,698.49,649.885,396.164,432.414,1950.0073898326586,4634.45,1575.98,3961.68,380.96602225428273,600.565,431.831,665.859,187.552,2229.24,3903.700431500513,3281.54,1374.34,7916.9,977.648,862.825,834.4823042971672,341.925,8010.3,1267.23,1166.38
335,1,7078.94,7566.23,319.696,7543.8,332.332,687.864,1745.47,632.23,1274.27,1697.4,369.224,535.318,442.337,807.543,282.293,2197.34,1654.81,3111.83,714.469,1237.35,1445.3447637809636,1121.45,464.414,318.947,5740.87,923.9742019300772,1298.43
336,1,7793.04,2200.67,6101.81,7326.8386594210215,4150.13,6267.75,2312.57,414.569,7752.48,6117.44,350.092,2229.8,844.652,3597.56,356.642,1136.69,6330.19,6594.38,7238.68,5318.548031570303,1782.12587526892,2448.88,1083.53,1647.76,7825.25,3061.58,6517.35
337,1,4897.75,634.308,1012.3597783132226,861.961,357.553,3320.2520680895295,479.792,1131.43,1370.35,1766.8,339.436,635.866,239.793,1497.21,1920.22,1965.67,2907.39,1215.91,1572.72,2775.78,1561.0745832698178,1025.95,570.812,312.842,7601.01,768.647,526.621
338,1,7781.78,2633.3064479949367,629.615,8098.38,1769.2,4271.46,1484.57,4026.4324199240527,3143.95,3532.61,660.714,1185.03,1627.52,4624.11,3017.69,1366.9,5809.735916280357,2025.11,4819.716377041573,8025.65,545.45,3906.88,958.9103555159758,314.027,7978.63,562.725,1030.57
339,1,7519.26,3206.9511229585637,696.049,1400.33,383.402,5418.6,372.677,578.399,2557.38,2025.69,348.146,892.711,324.27,1700.42,1793.09,1842.82,3123.77,805.797,7099.94,4689.58,568.327,979.128,420.018,283.167,7539.09,805.086,601.721
340,1,4801.03,2028.88,363.409,7420.5,292.968,1089.91,1802.29,359.294,2873.7410682506143,3338.01,533.3323857200816,1610.3674323442435,345.032,743.992,775.924,1894.08,2362.91,6736.26,4387.24,2764.87,1748.1585441019226,928.183,653.69,346.657,7229.102474381623,943.619,689.043
341,1,7531.65,2685.59,2072.8191880040486,899.752,593.62,1339.96,6734.81,3799.61,1129.39,838.535,510.132,827.8995047054075,1014.6,2280.57,826.9021605739639,1304.48,4088.258069676328,4976.81,6849.61,6260.250636226978,1995.18,1327.9,1680.8176405527113,342.216,7507.33,592.9223716012873,771.503
342,1,7755.76,7779.26,3381.199302090716,924.889,393.27,3936.92157555754,388.895,3946.73661333937,3709.33,2988.7,306.346,1251.32,249.77,2621.894915093958,1163.8357930610016,1246.17,2326.81,6903.96,4582.5807344136765,7079.43,1099.14,1491.4657076802996,287.132,281.554,8105.02,1594.6994454252617,443.991
343,1,7909.46,4597.97,586.432,5986.45,2840.39,6833.17,4360.67,7868.67,3459.72,2531.56,702.471,1229.43,1053.6526644738394,3595.004147200144,2647.33,1335.18,5611.419744921908,1792.87,1504.62,8248.71,2056.9010654341123,4401.73,1581.39,543.130671281865,7967.28,778.7489539447045,942.289
344,1,6975.15,2719.39,1458.16,3464.1,363.413,1527.89,1064.32,2536.5224322945414,851.797,1366.77,229.985,590.228,532.129,2166.1212184192586,356.631,1156.09,5075.181887839872,4745.25,5617.9,6288.23,1055.0517152793952,1415.05,432.779,367.603,7778.31,741.2812056602969,765.712
345,1,7367.79,6552.57,7618.27,6110.092513278296,3443.34,4605.710113235638,3175.1044383206763,876.756,3859.1288660939836,6305.99,85.2331,1105.58,862.598,1503.48,220.719,1334.07,3809.6,1113.67,6733.81,2025.34,2034.58,1689.25,849.17,1007.23,7513.62,2507.35,2885.636379094322
346,1,7330.23,3947.53,650.821,5726.59,398.688,7553.27,515.661,528.766,5544.23,4219.08,355.078,611.404,229.506,5158.45,734.397,1097.32,4065.9884739994422,7827.81,3145.8510741669897,4202.101479760625,4016.529345527811,1470.4,475.542,422.962,7413.65,1054.54,1066.36
347,1,7382.39,6265.07,1119.09,4991.344401260792,445.197,5580.19,2411.0346868334277,588.683,7476.0,5692.513123117228,402.848,970.8175455409682,172.33,5474.1,506.228,1338.61,4503.46,7893.99,1242.31,4347.12,4765.52,1315.14,1431.02,510.577,7797.03,1889.250236643162,1127.91
348,1,7467.31,5200.82,425.632,2903.65,325.164,3311.55,1360.55,1012.66,1077.22,714.963,322.61,526.245,389.559,662.793,377.364,2182.2,1603.82,1071.47,999.073,1751.3,2783.88,1081.72,752.3835636888876,319.786,6858.255719083717,808.664,960.149
349,1,7476.410043946114,5473.06,7729.97,7781.03,5273.33,7221.77,2854.78,667.439,7628.98,7426.42,252.327,2860.4729784466,986.803,2053.19,216.97,1407.79,2643.97,5419.71,6890.23,5213.1995706699445,1720.0021910673413,1533.59,512.266,1367.47,7707.94,4885.3,5640.02
350,1,7778.99,3635.472376608158,8153.61,7270.31,2017.96,8044.28,2446.67,1466.22,6933.198659335994,6482.586657289881,329.903,2941.83,2235.46,1328.6,155.27,1518.38,2417.34,7440.31,7263.59,8288.49,882.875,1845.4049801505155,1972.9961345237066,1952.73,8050.25,7287.29,4147.67
351,1,7423.13,3467.2057879716754,1547.1,2860.92,433.403,6828.91,335.046,5331.25,1359.56,6730.93,703.4462663077584,788.247,361.745,3868.75,2519.78,868.192,3429.496036519438,7991.86,6762.81,3803.48,4451.49,3226.75,342.854,915.0594070728071,7520.65,1049.63,460.974
352,1,7886.71,791.547,2725.0481696668794,7699.41,803.201,792.663,6458.71,8427.16,2671.1,2675.74,1206.95,892.545,488.623,4075.6285311535444,723.573,1059.4,2572.42,7755.56,6914.17,8294.8,3354.87,3389.15,785.761,506.741,7271.674563783043,631.961,5829.59
353,1,7760.703150997,1136.75,706.856,8057.69,747.857,597.378,4570.57,8085.42,2996.62,5120.22,1265.99,962.355,928.944,4996.28,697.875,1022.45,4358.93,7916.27,7297.72,8142.43,2082.9570170522447,2963.24,1715.4,593.83,7600.07,643.593,3630.05
354,1,7558.08,1379.54,5166.92,6725.11,536.311,1988.0617195700358,483.396,2608.14,989.226,1210.28,338.232,595.697,656.908,1517.56,155.704,1293.62,4099.89,6544.15,2158.31,4997.475642258622,1732.2,1164.1,579.357,341.294,7715.04,717.352,1382.7241770330813
355,1,7832.47,793.142,397.817,8093.99,3952.5,823.414,3017.64,7365.36,6287.67,4512.86,1159.23,1898.86317550212,5985.62,5009.76,486.98,1044.74,5579.21,7711.39,2172.02,8200.15,1873.189063475815,5785.37,5769.23,1767.55,7715.77,849.679,2554.51
356,1,7448.02,6126.69,722.87,5182.3,358.255,7866.71,499.201,646.603,5791.16,6305.48,348.598,747.358,260.521,5432.96,698.045,1158.15,3990.4885820374507,8064.68,1484.45,7187.72,6508.85,1643.2,581.422,423.361,7859.27,1090.68,1384.14
357,1,7879.2,3785.583629420012,1066.02,1211.22,390.314,7949.71,429.314,4968.03,4510.96,3703.6,306.709,1344.15,301.15,2584.89,1042.88,1356.15,1948.2,7999.92,7449.82,5734.3,2959.2141883166923,1171.72,289.795,983.3148563644014,8410.33,996.966,454.144
358,1,7357.77,7036.54,930.125,2997.72,4874.4,797.147,4450.14,5810.62,7375.04,7244.7,415.133,700.75,411.495,1021.0,274.594,2156.43,3268.94,7523.49,6695.92,7919.69,2386.0198772240474,1234.95,667.853,1175.9,7726.01,6903.69,2867.73
359,1,7249.52,4428.0,2507.9,6474.14,2242.752642741929,5893.66,5295.91,3172.83,6993.88,6627.04,1147.8817629330338,2374.086356980762,576.895,1110.69,245.042,1525.73,3135.89,6242.264230269081,6751.6,8019.99,4050.37,1890.51,599.974,3240.47,6885.83,6315.51,3065.66
360,1,7785.5,750.251,8191.36,8085.15,563.105,3489.18,467.676,593.473,4332.38,3755.27,248.767,1002.95,930.427,1633.43,385.838,1083.07,4402.02,3900.11,2840.73,1632.69,792.715,1639.57,587.989,626.76,7996.36,1089.36,1484.0
361,1,7817.98,3075.59,1949.62,1164.91,428.402,1492.91,1236.38,7585.52,875.473,1369.43,313.977,682.358,599.049,2343.95,376.476,1318.84,3974.71,7502.14,7139.09,2966.58,326.29,1449.88,852.773,363.451,4070.51,547.523,959.4816312718756
